x,y,label,filename
9.143149,8.999992,healthy,20221116T123500_4407951432584596_2.0_clip_004.wav
13.604025,6.9682007,healthy,20221116T211500_4407951432584596_2.0_clip_001.wav
12.579586,8.011347,healthy,20221116T183500_4407951432584596_2.0_clip_002.wav
15.803982,6.239124,healthy,20221116T234500_4407951432584596_2.0_clip_001.wav
11.380098,9.027235,healthy,20221116T182500_4407951432584596_2.0_clip_011.wav
16.10146,7.6889534,healthy,20221117T061500_4407951432584596_2.0_clip_008.wav
13.715701,5.428819,healthy,20221116T194500_4407951432584596_2.0_clip_010.wav
9.734096,7.7578783,healthy,20221116T170500_4407951432584596_2.0_clip_007.wav
10.836977,9.278671,healthy,20221116T175500_4407951432584596_2.0_clip_003.wav
14.062106,7.9768724,healthy,20221116T203500_4407951432584596_2.0_clip_005.wav
9.22652,10.069583,healthy,20221116T152500_4407951432584596_2.0_clip_012.wav
13.766865,8.155897,healthy,20221116T212500_4407951432584596_2.0_clip_012.wav
9.545217,8.772966,healthy,20221116T150500_4407951432584596_2.0_clip_001.wav
15.165889,8.728694,healthy,20221117T080500_4407951432584596_2.0_clip_004.wav
13.63786,7.9089603,healthy,20221117T083500_4407951432584596_2.0_clip_002.wav
13.767176,6.8890214,healthy,20221117T085500_4407951432584596_2.0_clip_001.wav
14.798721,7.232642,healthy,20221117T044500_4407951432584596_2.0_clip_010.wav
10.290867,9.810079,healthy,20221117T095500_4407951432584596_2.0_clip_006.wav
10.891093,7.87237,healthy,20221116T192500_4407951432584596_2.0_clip_009.wav
10.843103,9.207829,healthy,20221116T174500_4407951432584596_2.0_clip_005.wav
13.424695,9.158959,healthy,20221117T094500_4407951432584596_2.0_clip_002.wav
14.950389,8.98863,healthy,20221117T083500_4407951432584596_2.0_clip_011.wav
13.529962,6.3992076,healthy,20221116T200500_4407951432584596_2.0_clip_011.wav
14.943229,6.305778,healthy,20221117T001500_4407951432584596_2.0_clip_009.wav
12.56179,6.770229,healthy,20221116T175500_4407951432584596_2.0_clip_004.wav
11.006387,9.304729,healthy,20221116T175500_4407951432584596_2.0_clip_008.wav
14.80293,6.9561114,healthy,20221116T225500_4407951432584596_2.0_clip_006.wav
13.842044,7.3466635,healthy,20221117T051500_4407951432584596_2.0_clip_005.wav
12.169802,7.093949,healthy,20221117T094500_4407951432584596_2.0_clip_003.wav
8.763513,9.531808,healthy,20221116T164500_4407951432584596_2.0_clip_001.wav
14.305376,8.006791,healthy,20221116T204500_4407951432584596_2.0_clip_006.wav
15.421503,5.589832,healthy,20221117T042500_4407951432584596_2.0_clip_011.wav
13.735622,7.6727347,healthy,20221117T093500_4407951432584596_2.0_clip_010.wav
10.1977625,9.4711485,healthy,20221116T170500_4407951432584596_2.0_clip_008.wav
14.0034485,6.698665,healthy,20221116T190500_4407951432584596_2.0_clip_008.wav
15.853532,5.304296,healthy,20221117T052500_4407951432584596_2.0_clip_004.wav
15.253454,9.094163,healthy,20221117T055500_4407951432584596_2.0_clip_010.wav
12.867749,7.974035,healthy,20221116T194500_4407951432584596_2.0_clip_006.wav
13.159295,7.5532856,healthy,20221116T194500_4407951432584596_2.0_clip_012.wav
15.684268,5.333334,healthy,20221117T020500_4407951432584596_2.0_clip_008.wav
15.752879,6.7171583,healthy,20221117T033500_4407951432584596_2.0_clip_005.wav
15.711439,7.937485,healthy,20221117T043500_4407951432584596_2.0_clip_010.wav
13.780717,8.5020895,healthy,20221117T091500_4407951432584596_2.0_clip_010.wav
10.399331,8.141385,healthy,20221116T122500_4407951432584596_2.0_clip_006.wav
11.228772,8.460683,healthy,20221116T183500_4407951432584596_2.0_clip_012.wav
14.843719,8.400798,healthy,20221117T062500_4407951432584596_2.0_clip_008.wav
14.528933,5.4369144,healthy,20221116T220500_4407951432584596_2.0_clip_011.wav
11.08264,9.266577,healthy,20221116T180500_4407951432584596_2.0_clip_011.wav
14.362774,5.7244887,healthy,20221116T233500_4407951432584596_2.0_clip_004.wav
8.491933,9.651499,healthy,20221116T161500_4407951432584596_2.0_clip_004.wav
15.721032,6.2583957,healthy,20221117T074500_4407951432584596_2.0_clip_006.wav
13.591592,6.0970907,healthy,20221116T200500_4407951432584596_2.0_clip_012.wav
10.294605,9.398405,healthy,20221117T101500_4407951432584596_2.0_clip_002.wav
14.249315,5.9457374,healthy,20221117T004500_4407951432584596_2.0_clip_007.wav
14.124703,7.448889,healthy,20221117T080500_4407951432584596_2.0_clip_006.wav
13.734681,9.347043,healthy,20221117T100500_4407951432584596_2.0_clip_012.wav
14.744788,8.299549,healthy,20221116T212500_4407951432584596_2.0_clip_008.wav
13.516001,5.603764,healthy,20221117T103500_4407951432584596_2.0_clip_008.wav
9.366231,9.539268,healthy,20221116T143500_4407951432584596_2.0_clip_005.wav
14.911896,7.2504764,healthy,20221117T002500_4407951432584596_2.0_clip_011.wav
8.957197,8.226949,healthy,20221116T151500_4407951432584596_2.0_clip_005.wav
15.328875,6.375277,healthy,20221116T233500_4407951432584596_2.0_clip_002.wav
15.855476,6.271355,healthy,20221117T014500_4407951432584596_2.0_clip_011.wav
14.86156,7.1425757,healthy,20221117T050500_4407951432584596_2.0_clip_001.wav
15.734822,7.376534,healthy,20221117T033500_4407951432584596_2.0_clip_007.wav
16.381807,7.682734,healthy,20221117T035500_4407951432584596_2.0_clip_004.wav
14.586154,8.125743,healthy,20221117T010500_4407951432584596_2.0_clip_010.wav
14.612181,7.10526,healthy,20221116T231500_4407951432584596_2.0_clip_012.wav
9.986038,7.923595,healthy,20221116T145500_4407951432584596_2.0_clip_008.wav
13.696063,6.6819687,healthy,20221116T230500_4407951432584596_2.0_clip_001.wav
14.7051,5.5877204,healthy,20221116T211500_4407951432584596_2.0_clip_011.wav
8.764825,9.958778,healthy,20221116T125500_4407951432584596_2.0_clip_011.wav
9.28847,8.089472,healthy,20221116T134500_4407951432584596_2.0_clip_003.wav
15.777276,7.960831,healthy,20221116T233500_4407951432584596_2.0_clip_009.wav
15.280744,6.5851173,healthy,20221117T011500_4407951432584596_2.0_clip_004.wav
8.917596,10.218185,healthy,20221116T125500_4407951432584596_2.0_clip_001.wav
15.275101,5.347327,healthy,20221117T024500_4407951432584596_2.0_clip_011.wav
8.937567,7.762357,healthy,20221116T130500_4407951432584596_2.0_clip_008.wav
12.183949,7.669567,healthy,20221116T182500_4407951432584596_2.0_clip_002.wav
8.796011,10.143394,healthy,20221116T125500_4407951432584596_2.0_clip_005.wav
16.174911,7.486646,healthy,20221117T011500_4407951432584596_2.0_clip_009.wav
10.591199,8.951102,healthy,20221116T175500_4407951432584596_2.0_clip_011.wav
9.812015,8.267605,healthy,20221116T145500_4407951432584596_2.0_clip_004.wav
14.942639,9.112537,healthy,20221117T063500_4407951432584596_2.0_clip_010.wav
14.038216,7.010036,healthy,20221117T020500_4407951432584596_2.0_clip_011.wav
15.1934805,6.1930833,healthy,20221117T054500_4407951432584596_2.0_clip_011.wav
10.687321,9.555541,healthy,20221117T111500_4407951432584596_2.0_clip_006.wav
16.382889,7.3122163,healthy,20221117T014500_4407951432584596_2.0_clip_005.wav
10.50509,9.300378,healthy,20221117T100500_4407951432584596_2.0_clip_007.wav
15.36924,5.871786,healthy,20221117T013500_4407951432584596_2.0_clip_004.wav
9.144997,8.754088,healthy,20221116T135500_4407951432584596_2.0_clip_004.wav
13.031784,9.19438,healthy,20221117T102500_4407951432584596_2.0_clip_006.wav
15.540121,7.5101085,healthy,20221117T014500_4407951432584596_2.0_clip_008.wav
10.050656,8.000854,healthy,20221116T141500_4407951432584596_2.0_clip_003.wav
14.780686,7.91166,healthy,20221116T211500_4407951432584596_2.0_clip_006.wav
15.24717,9.230454,healthy,20221117T084500_4407951432584596_2.0_clip_007.wav
13.493706,7.708353,healthy,20221116T202500_4407951432584596_2.0_clip_012.wav
15.904276,6.8017054,healthy,20221116T205500_4407951432584596_2.0_clip_008.wav
8.517475,9.424013,healthy,20221116T131500_4407951432584596_2.0_clip_010.wav
9.46023,9.670417,healthy,20221116T155500_4407951432584596_2.0_clip_005.wav
15.336621,8.231766,healthy,20221117T015500_4407951432584596_2.0_clip_007.wav
9.262155,7.778717,healthy,20221116T165500_4407951432584596_2.0_clip_010.wav
10.170933,8.792442,healthy,20221116T171500_4407951432584596_2.0_clip_009.wav
10.241817,8.843694,healthy,20221116T121500_4407951432584596_2.0_clip_005.wav
15.970459,6.023939,healthy,20221117T021500_4407951432584596_2.0_clip_008.wav
10.242549,8.204123,healthy,20221116T133500_4407951432584596_2.0_clip_002.wav
8.468924,9.99954,healthy,20221116T165500_4407951432584596_2.0_clip_011.wav
12.966023,7.935602,healthy,20221116T195500_4407951432584596_2.0_clip_012.wav
14.960329,7.7894735,healthy,20221117T002500_4407951432584596_2.0_clip_002.wav
9.337778,9.793369,healthy,20221116T152500_4407951432584596_2.0_clip_004.wav
8.621941,9.268734,healthy,20221117T105500_4407951432584596_2.0_clip_008.wav
16.846262,8.341271,healthy,20221117T022500_4407951432584596_2.0_clip_012.wav
14.62585,7.2248325,healthy,20221117T001500_4407951432584596_2.0_clip_011.wav
16.150665,7.9850626,healthy,20221117T021500_4407951432584596_2.0_clip_012.wav
9.600426,8.866267,healthy,20221116T163500_4407951432584596_2.0_clip_007.wav
15.65236,6.5103035,healthy,20221117T004500_4407951432584596_2.0_clip_012.wav
14.455807,6.433216,healthy,20221116T234500_4407951432584596_2.0_clip_010.wav
15.08868,7.868494,healthy,20221117T002500_4407951432584596_2.0_clip_006.wav
13.216858,8.684683,healthy,20221116T193500_4407951432584596_2.0_clip_006.wav
10.703639,7.9472303,healthy,20221117T110500_4407951432584596_2.0_clip_009.wav
15.959742,7.298518,healthy,20221117T041500_4407951432584596_2.0_clip_006.wav
10.279343,9.023609,healthy,20221116T172500_4407951432584596_2.0_clip_002.wav
10.302923,9.421149,healthy,20221117T100500_4407951432584596_2.0_clip_001.wav
9.933175,8.425716,healthy,20221116T122500_4407951432584596_2.0_clip_011.wav
14.983306,7.006318,healthy,20221117T035500_4407951432584596_2.0_clip_006.wav
10.095471,9.41071,healthy,20221117T100500_4407951432584596_2.0_clip_011.wav
13.870383,7.8440843,healthy,20221116T184500_4407951432584596_2.0_clip_001.wav
13.708735,6.79634,healthy,20221116T212500_4407951432584596_2.0_clip_003.wav
11.1061535,9.174988,healthy,20221116T182500_4407951432584596_2.0_clip_009.wav
14.818491,5.890271,healthy,20221117T044500_4407951432584596_2.0_clip_007.wav
13.946299,7.882377,healthy,20221116T203500_4407951432584596_2.0_clip_006.wav
12.472904,8.108304,healthy,20221116T185500_4407951432584596_2.0_clip_004.wav
16.571247,8.268991,healthy,20221117T044500_4407951432584596_2.0_clip_002.wav
15.170043,8.879885,healthy,20221117T074500_4407951432584596_2.0_clip_002.wav
9.846245,8.80633,healthy,20221116T121500_4407951432584596_2.0_clip_011.wav
9.519054,8.043695,healthy,20221116T161500_4407951432584596_2.0_clip_012.wav
14.801336,6.781188,healthy,20221117T043500_4407951432584596_2.0_clip_008.wav
10.173894,10.104197,healthy,20221117T110500_4407951432584596_2.0_clip_006.wav
15.786246,7.7296185,healthy,20221117T025500_4407951432584596_2.0_clip_010.wav
14.127902,5.585396,healthy,20221117T073500_4407951432584596_2.0_clip_012.wav
8.383818,9.785603,healthy,20221116T143500_4407951432584596_2.0_clip_006.wav
9.239291,9.218803,healthy,20221117T111500_4407951432584596_2.0_clip_002.wav
13.132321,6.623074,healthy,20221116T183500_4407951432584596_2.0_clip_010.wav
15.516568,5.8543253,healthy,20221116T210500_4407951432584596_2.0_clip_002.wav
14.324666,8.428467,healthy,20221117T082500_4407951432584596_2.0_clip_005.wav
12.75358,7.926842,healthy,20221116T185500_4407951432584596_2.0_clip_001.wav
16.01431,6.998031,healthy,20221117T040500_4407951432584596_2.0_clip_002.wav
9.324254,8.385299,healthy,20221116T120500_4407951432584596_2.0_clip_002.wav
14.556756,8.128379,healthy,20221117T020500_4407951432584596_2.0_clip_006.wav
16.349665,7.1700654,healthy,20221116T223500_4407951432584596_2.0_clip_004.wav
9.264262,8.658892,healthy,20221117T100500_4407951432584596_2.0_clip_005.wav
8.569966,9.202848,healthy,20221116T151500_4407951432584596_2.0_clip_006.wav
16.099213,5.614405,healthy,20221117T003500_4407951432584596_2.0_clip_007.wav
15.677106,5.216544,healthy,20221117T061500_4407951432584596_2.0_clip_001.wav
15.902767,5.349695,healthy,20221117T064500_4407951432584596_2.0_clip_002.wav
8.90445,9.513753,healthy,20221116T153500_4407951432584596_2.0_clip_009.wav
15.018106,6.300854,healthy,20221117T015500_4407951432584596_2.0_clip_002.wav
13.871159,9.184088,healthy,20221117T092500_4407951432584596_2.0_clip_003.wav
15.760751,5.693101,healthy,20221117T010500_4407951432584596_2.0_clip_008.wav
14.653133,9.233701,healthy,20221117T072500_4407951432584596_2.0_clip_004.wav
14.199039,9.315389,healthy,20221117T094500_4407951432584596_2.0_clip_001.wav
13.520375,6.841319,healthy,20221116T202500_4407951432584596_2.0_clip_003.wav
9.310196,8.197463,healthy,20221117T112500_4407951432584596_2.0_clip_002.wav
9.285103,10.315539,healthy,20221116T152500_4407951432584596_2.0_clip_007.wav
15.926611,6.4297013,healthy,20221117T030500_4407951432584596_2.0_clip_007.wav
9.775771,8.401929,healthy,20221117T113500_4407951432584596_2.0_clip_010.wav
15.15291,7.235735,healthy,20221117T053500_4407951432584596_2.0_clip_001.wav
15.551425,5.335153,healthy,20221117T005500_4407951432584596_2.0_clip_007.wav
14.519473,5.511624,healthy,20221116T214500_4407951432584596_2.0_clip_008.wav
10.981691,7.8047915,healthy,20221117T101500_4407951432584596_2.0_clip_001.wav
15.671258,7.4364643,healthy,20221117T012500_4407951432584596_2.0_clip_011.wav
15.349014,7.4265757,healthy,20221117T051500_4407951432584596_2.0_clip_009.wav
14.378742,8.383763,healthy,20221117T074500_4407951432584596_2.0_clip_012.wav
9.439591,10.021975,healthy,20221116T154500_4407951432584596_2.0_clip_005.wav
11.035386,8.184254,healthy,20221116T173500_4407951432584596_2.0_clip_010.wav
10.928166,9.460512,healthy,20221116T173500_4407951432584596_2.0_clip_002.wav
15.88438,6.8684115,healthy,20221117T013500_4407951432584596_2.0_clip_010.wav
9.291997,9.233417,healthy,20221116T142500_4407951432584596_2.0_clip_011.wav
16.034021,6.915274,healthy,20221117T050500_4407951432584596_2.0_clip_005.wav
8.766964,9.986528,healthy,20221116T164500_4407951432584596_2.0_clip_008.wav
13.686392,9.278795,healthy,20221117T090500_4407951432584596_2.0_clip_004.wav
10.515665,8.219257,healthy,20221116T175500_4407951432584596_2.0_clip_005.wav
14.396155,9.077996,healthy,20221117T092500_4407951432584596_2.0_clip_010.wav
9.071095,7.7699018,healthy,20221117T114500_4407951432584596_2.0_clip_004.wav
9.527114,9.991767,healthy,20221116T152500_4407951432584596_2.0_clip_002.wav
8.413167,9.331899,healthy,20221116T123500_4407951432584596_2.0_clip_009.wav
8.725388,10.051112,healthy,20221116T145500_4407951432584596_2.0_clip_006.wav
13.344337,6.6742873,healthy,20221116T200500_4407951432584596_2.0_clip_002.wav
15.976038,6.3893614,healthy,20221117T013500_4407951432584596_2.0_clip_007.wav
14.127599,8.416334,healthy,20221117T075500_4407951432584596_2.0_clip_012.wav
14.629464,5.660656,healthy,20221117T032500_4407951432584596_2.0_clip_009.wav
14.918302,5.867103,healthy,20221116T223500_4407951432584596_2.0_clip_003.wav
15.1202135,9.162982,healthy,20221117T075500_4407951432584596_2.0_clip_001.wav
15.063434,7.813072,healthy,20221116T235500_4407951432584596_2.0_clip_003.wav
15.6939335,6.7004914,healthy,20221117T025500_4407951432584596_2.0_clip_003.wav
12.669307,9.096165,healthy,20221117T090500_4407951432584596_2.0_clip_008.wav
8.735424,9.416167,healthy,20221116T151500_4407951432584596_2.0_clip_002.wav
15.473024,6.729672,healthy,20221117T000500_4407951432584596_2.0_clip_005.wav
14.598563,9.147048,healthy,20221117T073500_4407951432584596_2.0_clip_004.wav
14.657144,8.480056,healthy,20221117T063500_4407951432584596_2.0_clip_006.wav
16.584679,7.6450143,healthy,20221117T021500_4407951432584596_2.0_clip_002.wav
15.032497,7.765858,healthy,20221117T011500_4407951432584596_2.0_clip_001.wav
9.755961,10.073315,healthy,20221116T124500_4407951432584596_2.0_clip_010.wav
9.098772,7.862471,healthy,20221116T131500_4407951432584596_2.0_clip_009.wav
13.484101,9.026211,healthy,20221117T091500_4407951432584596_2.0_clip_006.wav
15.823565,6.5209756,healthy,20221117T035500_4407951432584596_2.0_clip_007.wav
10.966229,8.814026,healthy,20221116T181500_4407951432584596_2.0_clip_002.wav
8.700764,8.842309,healthy,20221117T104500_4407951432584596_2.0_clip_006.wav
15.516002,9.067669,healthy,20221117T062500_4407951432584596_2.0_clip_010.wav
9.118677,7.5936446,healthy,20221116T130500_4407951432584596_2.0_clip_004.wav
15.7414055,6.876772,healthy,20221117T030500_4407951432584596_2.0_clip_005.wav
16.629246,6.982425,healthy,20221117T043500_4407951432584596_2.0_clip_007.wav
16.148241,7.095351,healthy,20221116T220500_4407951432584596_2.0_clip_007.wav
13.852432,9.049559,healthy,20221117T075500_4407951432584596_2.0_clip_002.wav
13.654695,6.8270445,healthy,20221116T202500_4407951432584596_2.0_clip_004.wav
9.47325,8.433228,healthy,20221116T143500_4407951432584596_2.0_clip_009.wav
13.927283,6.9407253,healthy,20221116T204500_4407951432584596_2.0_clip_004.wav
8.68697,9.562822,healthy,20221116T142500_4407951432584596_2.0_clip_009.wav
14.721406,8.180183,healthy,20221117T080500_4407951432584596_2.0_clip_005.wav
8.940817,8.166148,healthy,20221117T111500_4407951432584596_2.0_clip_011.wav
9.939733,7.847145,healthy,20221116T125500_4407951432584596_2.0_clip_007.wav
14.532301,5.7557216,healthy,20221117T082500_4407951432584596_2.0_clip_006.wav
16.791176,8.303569,healthy,20221117T022500_4407951432584596_2.0_clip_008.wav
9.542272,9.296886,healthy,20221117T114500_4407951432584596_2.0_clip_011.wav
15.8834305,5.3601174,healthy,20221117T005500_4407951432584596_2.0_clip_011.wav
8.747149,9.322672,healthy,20221117T120500_4407951432584596_2.0_clip_005.wav
14.63778,6.421398,healthy,20221117T013500_4407951432584596_2.0_clip_011.wav
15.259014,5.4200106,healthy,20221117T035500_4407951432584596_2.0_clip_002.wav
14.360943,9.204351,healthy,20221117T075500_4407951432584596_2.0_clip_004.wav
16.194883,7.439325,healthy,20221117T020500_4407951432584596_2.0_clip_004.wav
13.807147,8.599984,healthy,20221117T083500_4407951432584596_2.0_clip_006.wav
9.313968,8.486501,healthy,20221116T124500_4407951432584596_2.0_clip_003.wav
14.264076,7.422459,healthy,20221117T085500_4407951432584596_2.0_clip_003.wav
14.368254,7.5159225,healthy,20221116T192500_4407951432584596_2.0_clip_007.wav
16.509302,7.9140315,healthy,20221117T031500_4407951432584596_2.0_clip_012.wav
16.472939,8.297619,healthy,20221117T053500_4407951432584596_2.0_clip_012.wav
14.524875,5.6675854,healthy,20221116T203500_4407951432584596_2.0_clip_012.wav
15.054436,6.9369545,healthy,20221117T090500_4407951432584596_2.0_clip_006.wav
9.334946,7.7797217,healthy,20221116T155500_4407951432584596_2.0_clip_007.wav
13.719416,7.1999273,healthy,20221116T195500_4407951432584596_2.0_clip_003.wav
14.038978,6.7405405,healthy,20221117T080500_4407951432584596_2.0_clip_008.wav
12.340545,9.037907,healthy,20221117T091500_4407951432584596_2.0_clip_004.wav
12.847107,8.488884,healthy,20221117T100500_4407951432584596_2.0_clip_008.wav
8.547522,9.899045,healthy,20221116T160500_4407951432584596_2.0_clip_008.wav
13.739743,6.316871,healthy,20221116T221500_4407951432584596_2.0_clip_005.wav
16.061298,7.97019,healthy,20221117T042500_4407951432584596_2.0_clip_002.wav
13.761657,9.010324,healthy,20221117T091500_4407951432584596_2.0_clip_012.wav
14.851608,6.204798,healthy,20221116T221500_4407951432584596_2.0_clip_003.wav
15.986021,7.818883,healthy,20221117T050500_4407951432584596_2.0_clip_010.wav
13.689807,7.959013,healthy,20221116T212500_4407951432584596_2.0_clip_010.wav
8.724862,9.129689,healthy,20221116T123500_4407951432584596_2.0_clip_010.wav
12.731382,7.8590775,healthy,20221116T183500_4407951432584596_2.0_clip_007.wav
9.948211,8.665193,healthy,20221117T114500_4407951432584596_2.0_clip_008.wav
10.132573,9.422228,healthy,20221117T100500_4407951432584596_2.0_clip_010.wav
9.736911,10.106112,healthy,20221116T125500_4407951432584596_2.0_clip_006.wav
11.033844,9.402341,healthy,20221116T180500_4407951432584596_2.0_clip_001.wav
9.383864,9.176444,healthy,20221116T141500_4407951432584596_2.0_clip_005.wav
13.991501,6.5785103,healthy,20221116T213500_4407951432584596_2.0_clip_005.wav
9.866749,9.529145,healthy,20221117T102500_4407951432584596_2.0_clip_002.wav
11.174101,8.958045,healthy,20221116T173500_4407951432584596_2.0_clip_004.wav
8.99271,9.502497,healthy,20221116T154500_4407951432584596_2.0_clip_012.wav
8.713806,9.964658,healthy,20221116T151500_4407951432584596_2.0_clip_004.wav
15.832342,5.2381506,healthy,20221117T040500_4407951432584596_2.0_clip_005.wav
10.918072,9.369125,healthy,20221116T175500_4407951432584596_2.0_clip_010.wav
9.195096,10.072117,healthy,20221116T160500_4407951432584596_2.0_clip_007.wav
10.724976,9.584251,healthy,20221116T180500_4407951432584596_2.0_clip_002.wav
14.399749,6.530861,healthy,20221116T224500_4407951432584596_2.0_clip_006.wav
16.175816,6.8973784,healthy,20221117T034500_4407951432584596_2.0_clip_010.wav
14.907004,5.039602,healthy,20221116T194500_4407951432584596_2.0_clip_009.wav
14.602294,8.3794775,healthy,20221117T054500_4407951432584596_2.0_clip_006.wav
8.675467,9.40593,healthy,20221116T124500_4407951432584596_2.0_clip_004.wav
13.873158,5.983737,healthy,20221116T192500_4407951432584596_2.0_clip_012.wav
10.021049,7.7645655,healthy,20221116T122500_4407951432584596_2.0_clip_007.wav
14.848782,5.156443,healthy,20221117T024500_4407951432584596_2.0_clip_002.wav
13.215423,7.1779313,healthy,20221116T200500_4407951432584596_2.0_clip_004.wav
14.486634,6.2483997,healthy,20221116T205500_4407951432584596_2.0_clip_007.wav
15.1580105,8.783738,healthy,20221117T080500_4407951432584596_2.0_clip_001.wav
16.577385,7.6077557,healthy,20221117T044500_4407951432584596_2.0_clip_009.wav
15.607277,6.459279,healthy,20221117T030500_4407951432584596_2.0_clip_006.wav
10.148151,8.3891,healthy,20221117T114500_4407951432584596_2.0_clip_003.wav
15.650758,7.7695584,healthy,20221116T210500_4407951432584596_2.0_clip_009.wav
16.155,8.221178,healthy,20221117T051500_4407951432584596_2.0_clip_011.wav
9.052823,10.275629,healthy,20221116T150500_4407951432584596_2.0_clip_008.wav
16.066465,5.8111644,healthy,20221117T052500_4407951432584596_2.0_clip_003.wav
9.829885,8.867651,healthy,20221116T165500_4407951432584596_2.0_clip_004.wav
16.366863,7.160411,healthy,20221117T025500_4407951432584596_2.0_clip_009.wav
9.418658,8.581262,healthy,20221117T091500_4407951432584596_2.0_clip_003.wav
16.83258,8.36117,healthy,20221117T000500_4407951432584596_2.0_clip_009.wav
11.194255,8.441485,healthy,20221116T172500_4407951432584596_2.0_clip_010.wav
13.807864,9.144442,healthy,20221117T090500_4407951432584596_2.0_clip_005.wav
8.992954,9.625827,healthy,20221116T123500_4407951432584596_2.0_clip_011.wav
9.259515,8.309542,healthy,20221117T112500_4407951432584596_2.0_clip_007.wav
13.516684,8.721732,healthy,20221117T084500_4407951432584596_2.0_clip_012.wav
8.631303,9.987896,healthy,20221116T160500_4407951432584596_2.0_clip_002.wav
9.121779,9.892575,healthy,20221116T171500_4407951432584596_2.0_clip_005.wav
15.504075,8.884331,healthy,20221117T053500_4407951432584596_2.0_clip_007.wav
10.092968,8.082778,healthy,20221116T141500_4407951432584596_2.0_clip_008.wav
8.839518,8.75901,healthy,20221117T113500_4407951432584596_2.0_clip_006.wav
9.148399,7.405039,healthy,20221116T133500_4407951432584596_2.0_clip_009.wav
14.504136,6.5832205,healthy,20221116T204500_4407951432584596_2.0_clip_012.wav
9.038095,7.577635,healthy,20221116T164500_4407951432584596_2.0_clip_002.wav
10.235645,7.9867873,healthy,20221117T104500_4407951432584596_2.0_clip_003.wav
16.062304,7.7856517,healthy,20221117T001500_4407951432584596_2.0_clip_005.wav
15.266796,7.865288,healthy,20221117T034500_4407951432584596_2.0_clip_009.wav
13.727587,8.049675,healthy,20221116T210500_4407951432584596_2.0_clip_005.wav
13.506573,6.917805,healthy,20221116T204500_4407951432584596_2.0_clip_003.wav
13.823047,7.412195,healthy,20221117T082500_4407951432584596_2.0_clip_008.wav
10.386559,8.099161,healthy,20221117T111500_4407951432584596_2.0_clip_009.wav
