filepath,category,is_healthy,is_degraded,has_anthrophony,filename
/kaggle/working/processed/healthy/20221116T193500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T193500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T110500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221117T110500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221117T041500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T041500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T172500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221116T172500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T100500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221117T100500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221116T122500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T122500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221117T035500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T035500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T100500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221117T100500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T184500_4407951432584596_2.0_clip_001.wav,healthy,1,0,0,20221116T184500_4407951432584596_2.0_clip_001.wav
/kaggle/working/processed/healthy/20221116T212500_4407951432584596_2.0_clip_003.wav,healthy,1,0,0,20221116T212500_4407951432584596_2.0_clip_003.wav
/kaggle/working/processed/healthy/20221116T182500_4407951432584596_2.0_clip_009.wav,healthy,1,0,0,20221116T182500_4407951432584596_2.0_clip_009.wav
/kaggle/working/processed/healthy/20221117T044500_4407951432584596_2.0_clip_007.wav,healthy,1,0,0,20221117T044500_4407951432584596_2.0_clip_007.wav
/kaggle/working/processed/healthy/20221116T203500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T203500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221116T185500_4407951432584596_2.0_clip_004.wav,healthy,1,0,0,20221116T185500_4407951432584596_2.0_clip_004.wav
/kaggle/working/processed/healthy/20221117T044500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T044500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221117T074500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T074500_4407951432584596_2.0_clip_002.wav
/kaggle/working/processed/healthy/20221116T121500_4407951432584596_2.0_clip_011.wav,healthy,1,0,0,20221116T121500_4407951432584596_2.0_clip_011.wav
/kaggle/working/processed/healthy/20221116T161500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221116T161500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221117T043500_4407951432584596_2.0_clip_008.wav,healthy,1,0,0,20221117T043500_4407951432584596_2.0_clip_008.wav
/kaggle/working/processed/healthy/20221117T110500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221117T110500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T025500_4407951432584596_2.0_clip_010.wav,healthy,1,0,0,20221117T025500_4407951432584596_2.0_clip_010.wav
/kaggle/working/processed/healthy/20221117T073500_4407951432584596_2.0_clip_012.wav,healthy,1,0,0,20221117T073500_4407951432584596_2.0_clip_012.wav
/kaggle/working/processed/healthy/20221116T143500_4407951432584596_2.0_clip_006.wav,healthy,1,0,0,20221116T143500_4407951432584596_2.0_clip_006.wav
/kaggle/working/processed/healthy/20221117T111500_4407951432584596_2.0_clip_002.wav,healthy,1,0,0,20221117T111500_4407951432584596_2.0_clip_002.wav
